iter	RMSE
649	73.1675423
650	73.09196306
651	73.04019117
652	73.02110601
653	72.97844792
654	72.93533807
655	72.91151057
656	72.88622344
657	72.84747368
658	72.79395769
659	72.76965807
660	72.74149503
661	72.68762891
662	72.63219333
663	72.61684656
664	72.57231439
665	72.55104112
666	72.50667012
667	72.4630251
668	72.41330212
669	72.36639362
670	72.32322036
671	72.29417253
672	72.264445
673	72.19355753
674	72.15994697
675	72.07511995
676	72.0171943
677	71.9640321
678	71.91846865
679	71.86940712
680	71.80873466
681	71.74311219
682	71.68246832
683	71.62999609
684	71.61670397
685	71.60034854
686	71.55146824
687	71.49899141
688	71.45212493
689	71.3932371
690	71.31587541
691	71.26666996
692	71.19963084
693	71.17541247
694	71.13574772
695	71.07884888
696	71.06189041
697	71.0424188
698	70.97282284
699	70.92440966
700	70.90776132
701	70.88501942
702	70.83251946
703	70.78878411
704	70.7475266
705	70.6992284
706	70.6686019
707	70.65159618
708	70.5991914
709	70.56698267
710	70.54316872
711	70.53102488
712	70.5139606
713	70.4764037
714	70.44618116
715	70.40005714
716	70.38285543
717	70.33043719
718	70.29504418
719	70.27332705
720	70.20440788
721	70.16565841
722	70.15262926
723	70.12952132
724	70.08472474
725	70.04881436
726	70.02247348
727	69.98359592
728	69.95832849
729	69.91644747
730	69.88915744
731	69.82672619
732	69.81108601
733	69.76710591
734	69.74307487
735	69.71618862
736	69.66337863
737	69.63096311
738	69.59110091
739	69.54046726
740	69.48282202
741	69.43173594
742	69.39173614
743	69.35175161
744	69.33274489
745	69.30422727
746	69.28911313
747	69.25732722
748	69.21256413
749	69.1723682
750	69.15378629
751	69.12664061
752	69.08478722
753	69.06746297
754	69.03578118
755	69.0147027
756	68.9666201
757	68.93248405
758	68.90774823
759	68.88707482
760	68.87010373
761	68.84138641
762	68.81736802
763	68.77807554
764	68.74031533
765	68.70240415
766	68.68309103
767	68.64577166
768	68.62319549
769	68.58183026
770	68.53209819
771	68.50835976
772	68.42687214
773	68.4098577
774	68.35534897
775	68.31070746
776	68.30110403
777	68.25298386
778	68.2413935
779	68.22507928
780	68.21131468
781	68.14894182
782	68.1088582
783	68.09348813
784	68.07263726
785	68.01865439
786	67.99978547
787	67.94595782
788	67.92701976
789	67.84859055
790	67.82446519
791	67.7997741
792	67.77370222
793	67.73367917
794	67.71761471
795	67.673169
796	67.62681265
797	67.60379848
798	67.56226277
799	67.52049572
800	67.50675214
801	67.4836644
802	67.43920885
803	67.38040554
804	67.36835068
805	67.34356467
806	67.30815445
807	67.2776547
808	67.25401672
809	67.21823334
810	67.19795727
811	67.18152351
812	67.16240286
813	67.09401781
814	67.0828214
815	67.06571735
816	67.04750446
817	67.02951081
818	67.00630213
819	66.97993304
820	66.94900075
821	66.90507288
822	66.88803478
823	66.87606265
824	66.85885839
825	66.82405807
826	66.79420365
827	66.74262384
828	66.69611629
829	66.65120049
830	66.63056856
831	66.60030581
832	66.57244711
833	66.54256058
834	66.47242156
835	66.46201135
836	66.44826098
837	66.3762874
838	66.34599011
839	66.29745132
840	66.26889792
841	66.23433652
842	66.19010048
843	66.16313137
844	66.13582946
845	66.11223034
846	66.05841433
847	66.01214306
848	65.9662485
849	65.92891878
850	65.87374541
851	65.83646702
852	65.82570573
853	65.78105379
854	65.76339503
855	65.74217659
856	65.71910753
857	65.71057356
858	65.64938556
859	65.63832143
860	65.58943105
861	65.49172728
862	65.44761839
863	65.41656675
864	65.3677368
865	65.32648001
866	65.26711982
867	65.25177495
868	65.21369921
869	65.17623116
870	65.14815352
871	65.13153321
872	65.09057797
873	65.0367522
874	65.00542624
875	64.98523965
876	64.93403249
877	64.88873964
878	64.85357131
879	64.82014993
880	64.79850331
881	64.75225279
882	64.70122118
883	64.66842423
884	64.61754258
885	64.60576856
886	64.56957424
887	64.55193113
888	64.50567436
889	64.4763296
890	64.44252172
891	64.41636155
892	64.37218175
893	64.33857116
894	64.29845917
895	64.2755574
896	64.23917371
897	64.19268777
898	64.17151996
899	64.13323855
900	64.09530941
901	64.0536567
902	64.0155374
903	63.97744773
904	63.94755884
905	63.92933863
906	63.92056438
907	63.9080194
908	63.87274338
909	63.84231701
910	63.80692741
911	63.7900915
912	63.75748756
913	63.74834746
914	63.72353972
915	63.69169177
916	63.66126435
917	63.62703738
918	63.58993322
919	63.57268333
920	63.54888031
921	63.52927843
922	63.50483706
923	63.4698644
924	63.43512821
925	63.39973795
926	63.38229722
927	63.34999855
928	63.31432192
929	63.29289775
930	63.25636868
931	63.2369672
932	63.1965591
933	63.1729664
934	63.13280026
935	63.11167329
936	63.09844617
937	63.08974409
938	63.04829111
939	62.98615372
940	62.96867772
941	62.95367118
942	62.93475068
943	62.92112672
944	62.88088429
945	62.84886694
946	62.84051393
947	62.80324214
948	62.78588513
949	62.76725598
950	62.73063415
951	62.71710392
952	62.69491415
953	62.68698087
954	62.65757172
955	62.62341009
956	62.61091557
957	62.58082521
958	62.55854143
959	62.54697523
960	62.52944574
961	62.51589358
962	62.50035567
963	62.47136745
964	62.45520674
965	62.43852023
966	62.39876455
967	62.34287591
968	62.32133665
969	62.29892407
970	62.27288177
971	62.23114131
972	62.20447845
973	62.17075508
974	62.14668514
975	62.11290296
976	62.07106037
977	62.05856356
978	62.05171818
979	62.02511459
980	62.00734009
981	61.99001203
982	61.97085935
983	61.93854856
984	61.8979803
985	61.85416592
986	61.81974067
987	61.80756336
988	61.78826655
989	61.76645295
990	61.72454085
991	61.70537651
992	61.68315893
993	61.63386909
994	61.60357797
995	61.57464926
996	61.5184559
997	61.50605203
998	61.47483531
999	61.46303363
56
