﻿"* MH (Multifield Hourly Data Format)"
********************************************************************************
"* Users Information:"
"* (column:1~6)stno: station number (8~17)yyyymmddhh: date of record (18~24): observation data"
"* all observation uses local time=UTC+08:00"
"* yyyy: year"
"* mm: month"
"* dd: day"
"* hh: hour"
********************************************************************************
"* CD01 High Cloud Height(Km)"
"* CD02 Medium Cloud Height(Km)"
"* CD03 Low Cloud Height(Km)"
"* CD04 High Cloud Amount(0-10)"
"* CD05 Medium Cloud Amount(0-10)"
"* CD06 Low Cloud Amount(0-10)"
"* CD07 High Cloud Form"
"* CD08 Medium Cloud Form"
"* CD09 Low Cloud Form"
"* CD10 Ceiling(Km)"
"* CD11 Total Cloud Amount(0-10)"
"* EP03 Class A Pan Evaporation(mm)"
"* PP01 Precipitation(mm)"
"* PP02 Precipitation Hours(hr)"
"* PS01 Station Pressure(hPa)"
"* PS02 Sea Level Pressure(hPa)"
"* RH01 Relative Humidity(%)"
"* RH02 Vapor Pressure(hPa)"
"* ST01 State of the Sky"
"* ST02 State of the Ground"
"* ST03 Thunderstorm"
"* ST04 Liquid Precipitation Type 1"
"* ST05 Liquid Precipitation Type 2"
"* ST06 Solid Precipitation Type 1"
"* ST07 Solid Precipitation Type 2"
"* ST08 Solid Precipitation Type 3"
"* ST09 Obscuration Type 1"
"* ST10 Obscuration Type 2"
"* ST11 Photometeors Type 1"
"* ST12 Photometeors Type 2"
"* SS01 Sunshine Duration(hr)"
"* SS02 Global Solar Radiation(MJ/㎡)"
"* SS03 Net Radiation(MJ/㎡)"
"* TS01 Surface Temperature(℃)"
"* TS02 Temperature at Depth of 5cm(℃)"
"* TS03 Temperature at Depth of 10cm(℃)"
"* TS04 Temperature at Depth of 20cm(℃)"
"* TS05 Temperature at Depth of 30cm(℃)"
"* TS06 Temperature at Depth of 50cm(℃)"
"* TS07 Temperature at Depth of 100cm(℃)"
"* TX01 Temperature(℃)"
"* TX02 Absolute Maximum Temperature(℃)"
"* TX03 Absolute Minimum Temperature(℃)"
"* TX04 Wet Bulb Temperature(℃)"
"* TX05 Dew Point Temperature(℃)"
"* VS01 Visibility(Km)"
"* WD01 Wind Speed(m/s)"
"* WD02 Wind Direction(360 degree)"
"* WD03 Maximum Wind Speed(m/s)"
"* WD04 Maximum Wind Direction(360 degree)"
"* WD05 Gust(m/s)"
"* WD06 Gust Direction(360 degree)"
********************************************************************************
"* special code of record:"
"* -9991: instrument malfunction"
"* -9996: data aggregated later"
"* -9997: data unavailable/failure for unknown reason"
"* -9998: Trace"
"* -9999: no observation"
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466990, 2024070101,   1005.1,   1007.3,     29.1,     26.5,       86,      2.9,     20.0,      6.6,    360.0,      0.0,      0.0,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024070102,   1004.8,   1007.0,     29.0,     26.6,       87,      3.1,     30.0,      6.5,     20.0,      0.0,      0.0,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024070103,   1004.5,   1006.7,     28.8,     26.4,       87,      2.7,     10.0,      4.8,     50.0,      0.0,      0.0,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024070104,   1004.8,   1007.0,     28.7,     26.1,       86,      1.7,    340.0,      5.3,    350.0,      0.0,      0.0,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024070105,   1005.1,   1007.3,     27.5,     24.2,       82,      2.6,    250.0,      5.2,    250.0,      0.0,      0.0,     None,      0.0,     None,      0.0,     None,     29.1,     29.6,     30.2,     31.0,     31.7,     32.7,     30.8
466990, 2024070106,   1005.6,   1007.8,     27.6,     25.2,       87,      4.0,    240.0,      7.1,    220.0,      0.0,      0.0,      0.2,     0.11,     None,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024070107,   1005.9,   1008.1,     29.1,     25.1,       79,      2.1,    220.0,      4.6,    230.0,      0.0,      0.0,      0.6,     0.69,     None,     0.41,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024070108,   1006.1,   1008.3,     30.5,     25.1,       73,      1.7,    230.0,      4.1,    240.0,      0.0,      0.0,      0.2,     0.91,     20.0,     1.65,      8.0,     None,     None,     None,     None,     None,     None,     None
466990, 2024070109,   1005.7,   1007.9,     31.1,     26.4,       76,      2.2,    170.0,      5.1,    180.0,      0.0,      0.0,      0.7,     2.02,     20.0,     4.67,      5.0,     29.9,     29.6,     30.0,     30.4,     31.3,     32.5,     30.9
466990, 2024070110,   1005.2,   1007.4,     30.8,     27.2,       81,      4.4,    160.0,      6.2,    180.0,      0.0,      0.0,      1.0,     3.01,     None,     8.36,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024070111,   1005.0,   1007.2,     30.9,     27.5,       82,      3.9,    160.0,      6.1,    180.0,      0.0,      0.0,      1.0,     3.05,     20.0,     10.2,      6.0,     None,     None,     None,     None,     None,     None,     None
466990, 2024070112,   1004.4,   1006.6,     30.9,     27.1,       80,      2.0,    150.0,      6.2,    170.0,      0.0,      0.0,      1.0,     3.62,     None,    12.84,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024070113,   1003.6,   1005.8,     31.6,     27.1,       77,      3.8,    150.0,      7.5,    160.0,      0.0,      0.0,      1.0,     3.62,     None,    12.69,     None,     None,     None,     None,     None,     None,     None,     None
