﻿"* MH (Multifield Hourly Data Format)"
********************************************************************************
"* Users Information:"
"* (column:1~6)stno: station number (8~17)yyyymmddhh: date of record (18~24): observation data"
"* all observation uses local time=UTC+08:00"
"* yyyy: year"
"* mm: month"
"* dd: day"
"* hh: hour"
********************************************************************************
"* CD01 High Cloud Height(Km)"
"* CD02 Medium Cloud Height(Km)"
"* CD03 Low Cloud Height(Km)"
"* CD04 High Cloud Amount(0-10)"
"* CD05 Medium Cloud Amount(0-10)"
"* CD06 Low Cloud Amount(0-10)"
"* CD07 High Cloud Form"
"* CD08 Medium Cloud Form"
"* CD09 Low Cloud Form"
"* CD10 Ceiling(Km)"
"* CD11 Total Cloud Amount(0-10)"
"* EP03 Class A Pan Evaporation(mm)"
"* PP01 Precipitation(mm)"
"* PP02 Precipitation Hours(hr)"
"* PS01 Station Pressure(hPa)"
"* PS02 Sea Level Pressure(hPa)"
"* RH01 Relative Humidity(%)"
"* RH02 Vapor Pressure(hPa)"
"* ST01 State of the Sky"
"* ST02 State of the Ground"
"* ST03 Thunderstorm"
"* ST04 Liquid Precipitation Type 1"
"* ST05 Liquid Precipitation Type 2"
"* ST06 Solid Precipitation Type 1"
"* ST07 Solid Precipitation Type 2"
"* ST08 Solid Precipitation Type 3"
"* ST09 Obscuration Type 1"
"* ST10 Obscuration Type 2"
"* ST11 Photometeors Type 1"
"* ST12 Photometeors Type 2"
"* SS01 Sunshine Duration(hr)"
"* SS02 Global Solar Radiation(MJ/㎡)"
"* SS03 Net Radiation(MJ/㎡)"
"* TS01 Surface Temperature(℃)"
"* TS02 Temperature at Depth of 5cm(℃)"
"* TS03 Temperature at Depth of 10cm(℃)"
"* TS04 Temperature at Depth of 20cm(℃)"
"* TS05 Temperature at Depth of 30cm(℃)"
"* TS06 Temperature at Depth of 50cm(℃)"
"* TS07 Temperature at Depth of 100cm(℃)"
"* TX01 Temperature(℃)"
"* TX02 Absolute Maximum Temperature(℃)"
"* TX03 Absolute Minimum Temperature(℃)"
"* TX04 Wet Bulb Temperature(℃)"
"* TX05 Dew Point Temperature(℃)"
"* VS01 Visibility(Km)"
"* WD01 Wind Speed(m/s)"
"* WD02 Wind Direction(360 degree)"
"* WD03 Maximum Wind Speed(m/s)"
"* WD04 Maximum Wind Direction(360 degree)"
"* WD05 Gust(m/s)"
"* WD06 Gust Direction(360 degree)"
********************************************************************************
"* special code of record:"
"* -9991: instrument malfunction"
"* -9996: data aggregated later"
"* -9997: data unavailable/failure for unknown reason"
"* -9998: Trace"
"* -9999: no observation"
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466990, 2024080101,   1006.6,   1008.8,     28.3,     24.7,       81,      0.9,    320.0,      1.7,    250.0,      0.0,      0.0,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024080102,   1006.4,   1008.6,     27.5,     24.6,       84,      0.8,    280.0,      1.7,    290.0,      0.0,      0.0,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024080103,   1006.3,   1008.5,     27.1,     24.2,       84,      0.9,    280.0,      2.4,    310.0,      0.0,      0.0,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024080104,   1006.5,   1008.7,     26.8,     24.1,       85,      1.0,    260.0,      2.6,    260.0,      0.0,      0.0,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024080105,   1006.6,   1008.8,     26.6,     23.9,       85,      1.3,    260.0,      2.7,    250.0,      0.0,      0.0,     None,      0.0,     None,      0.0,     None,     27.5,     27.9,     28.6,     29.4,     30.2,     31.0,     29.7
466990, 2024080106,   1007.1,   1009.3,     26.7,     24.0,       85,      1.3,    250.0,      2.4,    230.0,      0.0,      0.0,      0.3,     0.07,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024080107,   1007.3,   1009.5,     28.9,     24.0,       75,      1.2,    350.0,      2.7,    360.0,      0.0,      0.0,      1.0,     0.62,     None,     0.47,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024080108,   1007.5,   1009.7,     30.6,     25.0,       72,      2.7,     30.0,      5.8,     10.0,      0.0,      0.0,      1.0,     1.43,     20.0,     2.06,      2.0,     None,     None,     None,     None,     None,     None,     None
466990, 2024080109,   1007.4,   1009.6,     31.5,     25.6,       71,      4.0,     40.0,      6.1,     30.0,      0.0,      0.0,      1.0,     2.21,     20.0,      5.0,      2.0,     28.6,     28.2,     28.4,     28.8,     29.8,     30.8,     29.8
466990, 2024080110,   1007.2,   1009.4,     31.4,     26.2,       74,      4.5,     50.0,      6.5,     60.0,      0.0,      0.0,      1.0,     2.87,     None,     8.53,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024080111,   1006.8,   1009.0,     32.0,     25.4,       68,      3.4,     60.0,      7.7,     80.0,      0.0,      0.0,      1.0,     3.36,     20.0,    11.65,      2.0,     None,     None,     None,     None,     None,     None,     None
466990, 2024080112,   1006.3,   1008.5,     32.1,     25.2,       67,      4.0,     80.0,      6.7,     80.0,      0.0,      0.0,      1.0,      3.6,     None,    13.53,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024080113,   1005.9,   1008.1,     32.5,     26.8,       72,      4.1,     80.0,      6.8,     80.0,      0.0,      0.0,      1.0,     3.62,     None,    13.56,     None,     None,     None,     None,     None,     None,     None,     None
