﻿"* MH (Multifield Hourly Data Format)"
********************************************************************************
"* Users Information:"
"* (column:1~6)stno: station number (8~17)yyyymmddhh: date of record (18~24): observation data"
"* all observation uses local time=UTC+08:00"
"* yyyy: year"
"* mm: month"
"* dd: day"
"* hh: hour"
********************************************************************************
"* CD01 High Cloud Height(Km)"
"* CD02 Medium Cloud Height(Km)"
"* CD03 Low Cloud Height(Km)"
"* CD04 High Cloud Amount(0-10)"
"* CD05 Medium Cloud Amount(0-10)"
"* CD06 Low Cloud Amount(0-10)"
"* CD07 High Cloud Form"
"* CD08 Medium Cloud Form"
"* CD09 Low Cloud Form"
"* CD10 Ceiling(Km)"
"* CD11 Total Cloud Amount(0-10)"
"* EP03 Class A Pan Evaporation(mm)"
"* PP01 Precipitation(mm)"
"* PP02 Precipitation Hours(hr)"
"* PS01 Station Pressure(hPa)"
"* PS02 Sea Level Pressure(hPa)"
"* RH01 Relative Humidity(%)"
"* RH02 Vapor Pressure(hPa)"
"* ST01 State of the Sky"
"* ST02 State of the Ground"
"* ST03 Thunderstorm"
"* ST04 Liquid Precipitation Type 1"
"* ST05 Liquid Precipitation Type 2"
"* ST06 Solid Precipitation Type 1"
"* ST07 Solid Precipitation Type 2"
"* ST08 Solid Precipitation Type 3"
"* ST09 Obscuration Type 1"
"* ST10 Obscuration Type 2"
"* ST11 Photometeors Type 1"
"* ST12 Photometeors Type 2"
"* SS01 Sunshine Duration(hr)"
"* SS02 Global Solar Radiation(MJ/㎡)"
"* SS03 Net Radiation(MJ/㎡)"
"* TS01 Surface Temperature(℃)"
"* TS02 Temperature at Depth of 5cm(℃)"
"* TS03 Temperature at Depth of 10cm(℃)"
"* TS04 Temperature at Depth of 20cm(℃)"
"* TS05 Temperature at Depth of 30cm(℃)"
"* TS06 Temperature at Depth of 50cm(℃)"
"* TS07 Temperature at Depth of 100cm(℃)"
"* TX01 Temperature(℃)"
"* TX02 Absolute Maximum Temperature(℃)"
"* TX03 Absolute Minimum Temperature(℃)"
"* TX04 Wet Bulb Temperature(℃)"
"* TX05 Dew Point Temperature(℃)"
"* VS01 Visibility(Km)"
"* WD01 Wind Speed(m/s)"
"* WD02 Wind Direction(360 degree)"
"* WD03 Maximum Wind Speed(m/s)"
"* WD04 Maximum Wind Direction(360 degree)"
"* WD05 Gust(m/s)"
"* WD06 Gust Direction(360 degree)"
********************************************************************************
"* special code of record:"
"* -9991: instrument malfunction"
"* -9996: data aggregated later"
"* -9997: data unavailable/failure for unknown reason"
"* -9998: Trace"
"* -9999: no observation"
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466990, 2024050101,   1004.6,   1006.8,     26.1,     21.6,       76,      2.6,    240.0,      3.5,    260.0,      0.0,      0.0,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024050102,   1004.3,   1006.5,     26.4,     20.7,       71,      3.2,    250.0,      4.9,    240.0,      0.0,      0.0,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024050103,   1004.6,   1006.8,     26.2,     21.9,       77,      1.5,     10.0,      5.5,    250.0,     -9.8,      0.4,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024050104,   1004.3,   1006.5,     26.2,     22.3,       79,      2.2,    360.0,      4.5,    350.0,      0.0,      0.0,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024050105,   1004.1,   1006.3,     26.0,     21.7,       77,      1.9,    250.0,      3.9,    230.0,     -9.8,      0.1,     None,      0.0,     None,      0.0,     None,     26.3,     26.8,     27.4,     27.9,     28.5,     28.9,     26.8
466990, 2024050106,   1004.8,   1007.0,     25.8,     19.9,       70,      3.4,    250.0,      8.2,    280.0,     -9.8,      0.1,      0.0,     0.02,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024050107,   1004.7,   1006.9,     28.6,     14.5,       42,      9.2,    230.0,     18.3,    220.0,     -9.8,      0.1,      0.0,     0.04,     None,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024050108,   1005.2,   1007.4,     26.8,     19.2,       63,      5.6,    220.0,     13.2,    220.0,     -9.8,      0.1,      0.0,     0.14,     15.0,     0.29,     10.0,     None,     None,     None,     None,     None,     None,     None
466990, 2024050109,   1005.9,   1008.1,     26.7,     20.6,       69,      1.7,    240.0,      7.2,    240.0,      0.0,      0.0,      0.0,     0.43,     20.0,     1.04,      8.0,     25.9,     26.1,     26.7,     27.2,     28.0,     28.8,     26.9
466990, 2024050110,   1006.5,   1008.7,     28.4,     19.6,       59,      4.2,    360.0,      8.4,     30.0,      0.0,      0.0,      0.0,     1.13,     None,     2.87,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024050111,   1007.5,   1009.7,     28.4,     22.7,       71,      3.2,     40.0,     10.4,    360.0,      0.0,      0.0,      0.2,     1.79,     20.0,     5.03,      8.0,     None,     None,     None,     None,     None,     None,     None
466990, 2024050112,   1007.7,   1009.9,     27.2,     23.3,       79,      4.8,     70.0,      8.9,     80.0,      0.0,      0.0,      0.0,     1.23,     None,     3.72,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024050113,   1007.4,   1009.6,     27.3,     22.7,       76,      5.9,     70.0,     10.1,     80.0,      0.0,      0.0,      0.3,     2.24,     None,     6.45,     None,     None,     None,     None,     None,     None,     None,     None
