﻿"* MH (Multifield Hourly Data Format)"
********************************************************************************
"* Users Information:"
"* (column:1~6)stno: station number (8~17)yyyymmddhh: date of record (18~24): observation data"
"* all observation uses local time=UTC+08:00"
"* yyyy: year"
"* mm: month"
"* dd: day"
"* hh: hour"
********************************************************************************
"* CD01 High Cloud Height(Km)"
"* CD02 Medium Cloud Height(Km)"
"* CD03 Low Cloud Height(Km)"
"* CD04 High Cloud Amount(0-10)"
"* CD05 Medium Cloud Amount(0-10)"
"* CD06 Low Cloud Amount(0-10)"
"* CD07 High Cloud Form"
"* CD08 Medium Cloud Form"
"* CD09 Low Cloud Form"
"* CD10 Ceiling(Km)"
"* CD11 Total Cloud Amount(0-10)"
"* EP03 Class A Pan Evaporation(mm)"
"* PP01 Precipitation(mm)"
"* PP02 Precipitation Hours(hr)"
"* PS01 Station Pressure(hPa)"
"* PS02 Sea Level Pressure(hPa)"
"* RH01 Relative Humidity(%)"
"* RH02 Vapor Pressure(hPa)"
"* ST01 State of the Sky"
"* ST02 State of the Ground"
"* ST03 Thunderstorm"
"* ST04 Liquid Precipitation Type 1"
"* ST05 Liquid Precipitation Type 2"
"* ST06 Solid Precipitation Type 1"
"* ST07 Solid Precipitation Type 2"
"* ST08 Solid Precipitation Type 3"
"* ST09 Obscuration Type 1"
"* ST10 Obscuration Type 2"
"* ST11 Photometeors Type 1"
"* ST12 Photometeors Type 2"
"* SS01 Sunshine Duration(hr)"
"* SS02 Global Solar Radiation(MJ/㎡)"
"* SS03 Net Radiation(MJ/㎡)"
"* TS01 Surface Temperature(℃)"
"* TS02 Temperature at Depth of 5cm(℃)"
"* TS03 Temperature at Depth of 10cm(℃)"
"* TS04 Temperature at Depth of 20cm(℃)"
"* TS05 Temperature at Depth of 30cm(℃)"
"* TS06 Temperature at Depth of 50cm(℃)"
"* TS07 Temperature at Depth of 100cm(℃)"
"* TX01 Temperature(℃)"
"* TX02 Absolute Maximum Temperature(℃)"
"* TX03 Absolute Minimum Temperature(℃)"
"* TX04 Wet Bulb Temperature(℃)"
"* TX05 Dew Point Temperature(℃)"
"* VS01 Visibility(Km)"
"* WD01 Wind Speed(m/s)"
"* WD02 Wind Direction(360 degree)"
"* WD03 Maximum Wind Speed(m/s)"
"* WD04 Maximum Wind Direction(360 degree)"
"* WD05 Gust(m/s)"
"* WD06 Gust Direction(360 degree)"
********************************************************************************
"* special code of record:"
"* -9991: instrument malfunction"
"* -9996: data aggregated later"
"* -9997: data unavailable/failure for unknown reason"
"* -9998: Trace"
"* -9999: no observation"
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466990, 2024030101,   1015.9,   1018.2,     18.6,     17.1,       91,      6.2,     40.0,     10.5,     60.0,      0.5,      0.8,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024030102,   1015.8,   1018.1,     17.9,     16.4,       91,      5.4,     40.0,     12.6,     60.0,      0.5,      0.4,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024030103,   1016.1,   1018.4,     17.1,     15.1,       88,      7.3,     50.0,     13.3,     30.0,     -9.8,      0.4,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024030104,   1016.5,   1018.8,     16.3,     14.5,       89,      7.4,     40.0,     13.6,     60.0,     -9.8,      0.7,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024030105,   1016.9,   1019.2,     16.0,     13.8,       87,      7.6,     50.0,     14.9,     50.0,     -9.8,      0.4,     None,      0.0,     None,      0.0,     None,     18.1,     19.1,     19.9,     20.4,     21.3,     21.7,     21.7
466990, 2024030106,   1017.9,   1020.2,     15.8,     13.1,       84,      6.6,     50.0,     14.1,     70.0,     -9.8,      0.4,      0.0,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024030107,   1019.0,   1021.3,     15.6,     12.2,       80,      6.6,     40.0,     13.1,     40.0,     -9.8,      0.2,      0.0,     0.03,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024030108,   1019.4,   1021.7,     15.9,     12.3,       79,      5.8,     50.0,     11.9,     40.0,      0.0,      0.0,      0.0,     0.11,     10.0,     0.14,     10.0,     None,     None,     None,     None,     None,     None,     None
466990, 2024030109,   1019.8,   1022.1,     15.8,     12.7,       82,      2.8,    340.0,     10.2,     60.0,     -9.8,      0.2,      0.0,     0.25,     10.0,     0.47,     10.0,     17.3,     18.1,     18.9,     19.6,     20.8,     21.6,     21.8
466990, 2024030110,   1019.8,   1022.1,     15.4,     12.7,       84,      1.9,    350.0,      6.1,     30.0,     -9.8,      0.6,      0.0,     0.46,     None,     1.14,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024030111,   1019.2,   1021.5,     16.2,     13.0,       81,      2.1,     30.0,      5.7,    350.0,     -9.8,      0.3,      0.0,     0.52,     12.0,     1.53,     10.0,     None,     None,     None,     None,     None,     None,     None
466990, 2024030112,   1018.5,   1020.8,     16.5,     12.7,       78,      2.0,    340.0,      5.8,    340.0,      0.0,      0.0,      0.0,     0.76,     None,     2.38,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024030113,   1017.7,   1020.0,     16.5,     12.7,       78,      1.3,    330.0,      4.2,    350.0,      0.0,      0.0,      0.0,     0.77,     None,      2.4,     None,     None,     None,     None,     None,     None,     None,     None
