﻿"* MH (Multifield Hourly Data Format)"
********************************************************************************
"* Users Information:"
"* (column:1~6)stno: station number (8~17)yyyymmddhh: date of record (18~24): observation data"
"* all observation uses local time=UTC+08:00"
"* yyyy: year"
"* mm: month"
"* dd: day"
"* hh: hour"
********************************************************************************
"* CD01 High Cloud Height(Km)"
"* CD02 Medium Cloud Height(Km)"
"* CD03 Low Cloud Height(Km)"
"* CD04 High Cloud Amount(0-10)"
"* CD05 Medium Cloud Amount(0-10)"
"* CD06 Low Cloud Amount(0-10)"
"* CD07 High Cloud Form"
"* CD08 Medium Cloud Form"
"* CD09 Low Cloud Form"
"* CD10 Ceiling(Km)"
"* CD11 Total Cloud Amount(0-10)"
"* EP03 Class A Pan Evaporation(mm)"
"* PP01 Precipitation(mm)"
"* PP02 Precipitation Hours(hr)"
"* PS01 Station Pressure(hPa)"
"* PS02 Sea Level Pressure(hPa)"
"* RH01 Relative Humidity(%)"
"* RH02 Vapor Pressure(hPa)"
"* ST01 State of the Sky"
"* ST02 State of the Ground"
"* ST03 Thunderstorm"
"* ST04 Liquid Precipitation Type 1"
"* ST05 Liquid Precipitation Type 2"
"* ST06 Solid Precipitation Type 1"
"* ST07 Solid Precipitation Type 2"
"* ST08 Solid Precipitation Type 3"
"* ST09 Obscuration Type 1"
"* ST10 Obscuration Type 2"
"* ST11 Photometeors Type 1"
"* ST12 Photometeors Type 2"
"* SS01 Sunshine Duration(hr)"
"* SS02 Global Solar Radiation(MJ/㎡)"
"* SS03 Net Radiation(MJ/㎡)"
"* TS01 Surface Temperature(℃)"
"* TS02 Temperature at Depth of 5cm(℃)"
"* TS03 Temperature at Depth of 10cm(℃)"
"* TS04 Temperature at Depth of 20cm(℃)"
"* TS05 Temperature at Depth of 30cm(℃)"
"* TS06 Temperature at Depth of 50cm(℃)"
"* TS07 Temperature at Depth of 100cm(℃)"
"* TX01 Temperature(℃)"
"* TX02 Absolute Maximum Temperature(℃)"
"* TX03 Absolute Minimum Temperature(℃)"
"* TX04 Wet Bulb Temperature(℃)"
"* TX05 Dew Point Temperature(℃)"
"* VS01 Visibility(Km)"
"* WD01 Wind Speed(m/s)"
"* WD02 Wind Direction(360 degree)"
"* WD03 Maximum Wind Speed(m/s)"
"* WD04 Maximum Wind Direction(360 degree)"
"* WD05 Gust(m/s)"
"* WD06 Gust Direction(360 degree)"
********************************************************************************
"* special code of record:"
"* -9991: instrument malfunction"
"* -9996: data aggregated later"
"* -9997: data unavailable/failure for unknown reason"
"* -9998: Trace"
"* -9999: no observation"
********************************************************************************
# stno, yyyymmddhh,     PS01,     TX01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01
C0Z100, 2024050101,   1002.8,     24.5,       96,      0.0,      0.0,      1.4,    225.0,      0.0
C0Z100, 2024050102,   1002.7,     24.6,       95,      0.1,      0.0,      1.0,    225.0,      0.0
C0Z100, 2024050103,   1002.8,     24.3,       96,      0.2,      0.0,      1.8,    317.0,      0.0
C0Z100, 2024050104,   1002.8,     24.0,       98,      0.0,      0.0,      1.2,    287.0,      0.0
C0Z100, 2024050105,   1002.6,     23.8,       98,      0.0,      0.0,      1.0,    301.0,      0.0
C0Z100, 2024050106,   1003.7,     23.9,       97,      0.2,      0.0,      2.1,    133.0,      0.0
C0Z100, 2024050107,   1003.2,     23.5,       96,      0.1,      0.0,      1.9,     27.0,      0.0
C0Z100, 2024050108,   1003.4,     25.0,       86,      1.0,    227.0,      6.0,    193.0,      0.0
C0Z100, 2024050109,   1004.1,     25.7,       86,      0.0,      0.0,      3.7,    232.0,      0.0
C0Z100, 2024050110,   1004.8,     27.1,       76,      0.1,      0.0,      1.4,     22.0,      0.0
C0Z100, 2024050111,   1005.8,     28.0,       74,      0.9,     52.0,      4.0,     29.0,      0.0
C0Z100, 2024050112,   1005.9,     27.8,       79,      0.7,     74.0,      4.4,    128.0,      0.0
C0Z100, 2024050113,   1005.6,     27.6,       81,      1.4,     60.0,      4.8,     88.0,      0.0
C0Z100, 2024050114,   1005.5,     25.2,       88,      1.4,     65.0,      4.9,     68.0,      0.0
C0Z100, 2024050115,   1005.3,     24.0,       95,      0.7,     41.0,      3.2,     78.0,      1.0
C0Z100, 2024050116,   1005.7,     23.2,       97,      0.4,     30.0,      2.3,    319.0,      0.0
C0Z100, 2024050117,   1006.3,     22.8,       99,      0.0,      0.0,      2.6,      4.0,      0.0
C0Z100, 2024050118,   1007.5,     22.5,       99,      0.2,      0.0,      2.5,     84.0,      1.0
C0Z100, 2024050119,   1007.0,     22.1,      100,      0.4,     49.0,      3.8,     16.0,      2.5
C0Z100, 2024050120,   1008.4,     22.1,       99,      0.0,      0.0,      2.8,    120.0,      0.0
C0Z100, 2024050121,   1008.9,     21.9,      100,      0.1,      0.0,      2.0,     19.0,      0.5
C0Z100, 2024050122,   1009.1,     21.8,      100,      0.0,      0.0,      2.4,    334.0,      0.0
C0Z100, 2024050123,   1009.2,     21.8,      100,      0.0,      0.0,      0.9,    334.0,      0.0
C0Z100, 2024050124,   1009.0,     21.6,      100,      0.0,      0.0,      0.5,    343.0,      0.5
C0Z100, 2024050201,   1008.5,     21.5,      100,      0.0,      0.0,      0.0,      0.0,      0.0
C0Z100, 2024050202,   1008.0,     21.5,      100,      0.0,      0.0,      0.0,      0.0,      0.0
C0Z100, 2024050203,   1007.8,     21.4,      100,      0.0,      0.0,      0.0,      0.0,      0.5
C0Z100, 2024050204,   1007.5,     21.4,      100,      0.0,      0.0,      0.0,      0.0,      0.0
C0Z100, 2024050205,   1007.8,     21.4,      100,      0.0,      0.0,      0.0,      0.0,      0.0
C0Z100, 2024050206,   1008.7,     21.6,      100,      0.0,      0.0,      0.3,     19.0,      0.0
C0Z100, 2024050207,   1009.5,     21.8,      100,      0.0,      0.0,      0.0,      0.0,      0.0
C0Z100, 2024050208,   1010.2,     22.0,      100,      0.0,      0.0,      0.2,      0.0,      0.0
C0Z100, 2024050209,   1010.5,     22.3,      100,      0.0,      0.0,      0.0,      0.0,      0.5
C0Z100, 2024050210,   1010.7,     22.4,      100,      0.0,      0.0,      1.2,    212.0,      1.0
C0Z100, 2024050211,   1010.2,     22.5,       99,      0.0,      0.0,      1.0,    178.0,      0.5
C0Z100, 2024050212,   1009.2,     23.3,       98,      0.1,      0.0,      1.5,    115.0,      0.0
C0Z100, 2024050213,   1008.8,     23.7,       94,      0.4,     67.0,      2.0,     11.0,      0.0
C0Z100, 2024050214,   1008.8,     23.5,       93,      0.7,     46.0,      2.7,     22.0,      0.0
C0Z100, 2024050215,   1008.9,     22.9,       96,      0.1,      0.0,      2.3,     19.0,      0.5
C0Z100, 2024050216,   1009.1,     22.5,       98,      0.4,     51.0,      2.0,     85.0,      0.0
C0Z100, 2024050217,   1009.4,     22.2,       99,      0.0,      0.0,      1.8,     46.0,      2.0
C0Z100, 2024050218,   1010.0,     21.8,      100,      0.0,      0.0,      1.2,     81.0,      6.5
C0Z100, 2024050219,   1010.6,     21.8,      100,      0.0,      0.0,      0.0,      0.0,      4.0
C0Z100, 2024050220,   1011.1,     21.8,      100,      0.1,      0.0,      1.7,     77.0,      8.5
C0Z100, 2024050221,   1011.5,     21.6,      100,      0.0,      0.0,      1.6,     65.0,      1.0
C0Z100, 2024050222,   1011.3,     21.6,      100,      0.0,      0.0,      0.8,    344.0,      1.0
