﻿"* MH (Multifield Hourly Data Format)"
********************************************************************************
"* Users Information:"
"* (column:1~6)stno: station number (8~17)yyyymmddhh: date of record (18~24): observation data"
"* all observation uses local time=UTC+08:00"
"* yyyy: year"
"* mm: month"
"* dd: day"
"* hh: hour"
********************************************************************************
"* CD01 High Cloud Height(Km)"
"* CD02 Medium Cloud Height(Km)"
"* CD03 Low Cloud Height(Km)"
"* CD04 High Cloud Amount(0-10)"
"* CD05 Medium Cloud Amount(0-10)"
"* CD06 Low Cloud Amount(0-10)"
"* CD07 High Cloud Form"
"* CD08 Medium Cloud Form"
"* CD09 Low Cloud Form"
"* CD10 Ceiling(Km)"
"* CD11 Total Cloud Amount(0-10)"
"* EP03 Class A Pan Evaporation(mm)"
"* PP01 Precipitation(mm)"
"* PP02 Precipitation Hours(hr)"
"* PS01 Station Pressure(hPa)"
"* PS02 Sea Level Pressure(hPa)"
"* RH01 Relative Humidity(%)"
"* RH02 Vapor Pressure(hPa)"
"* ST01 State of the Sky"
"* ST02 State of the Ground"
"* ST03 Thunderstorm"
"* ST04 Liquid Precipitation Type 1"
"* ST05 Liquid Precipitation Type 2"
"* ST06 Solid Precipitation Type 1"
"* ST07 Solid Precipitation Type 2"
"* ST08 Solid Precipitation Type 3"
"* ST09 Obscuration Type 1"
"* ST10 Obscuration Type 2"
"* ST11 Photometeors Type 1"
"* ST12 Photometeors Type 2"
"* SS01 Sunshine Duration(hr)"
"* SS02 Global Solar Radiation(MJ/㎡)"
"* SS03 Net Radiation(MJ/㎡)"
"* TS01 Surface Temperature(℃)"
"* TS02 Temperature at Depth of 5cm(℃)"
"* TS03 Temperature at Depth of 10cm(℃)"
"* TS04 Temperature at Depth of 20cm(℃)"
"* TS05 Temperature at Depth of 30cm(℃)"
"* TS06 Temperature at Depth of 50cm(℃)"
"* TS07 Temperature at Depth of 100cm(℃)"
"* TX01 Temperature(℃)"
"* TX02 Absolute Maximum Temperature(℃)"
"* TX03 Absolute Minimum Temperature(℃)"
"* TX04 Wet Bulb Temperature(℃)"
"* TX05 Dew Point Temperature(℃)"
"* VS01 Visibility(Km)"
"* WD01 Wind Speed(m/s)"
"* WD02 Wind Direction(360 degree)"
"* WD03 Maximum Wind Speed(m/s)"
"* WD04 Maximum Wind Direction(360 degree)"
"* WD05 Gust(m/s)"
"* WD06 Gust Direction(360 degree)"
********************************************************************************
"* special code of record:"
"* -9991: instrument malfunction"
"* -9996: data aggregated later"
"* -9997: data unavailable/failure for unknown reason"
"* -9998: Trace"
"* -9999: no observation"
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466990, 2024040101,   1009.1,   1011.3,     24.1,     21.2,       84,      6.0,    230.0,      9.6,    230.0,      0.0,      0.0,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024040102,   1009.1,   1011.3,     24.6,     20.9,       80,      2.2,     40.0,      8.1,    220.0,      0.0,      0.0,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024040103,   1009.1,   1011.3,     24.4,     21.1,       82,      1.1,    360.0,      3.5,     90.0,      0.0,      0.0,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024040104,   1009.6,   1011.8,     23.2,     20.4,       84,      6.3,     60.0,     10.6,     80.0,     -9.8,      0.3,     None,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024040105,   1011.1,   1013.3,     21.2,     17.2,       78,      6.3,     40.0,     13.1,     30.0,      1.0,      0.9,     None,      0.0,     None,      0.0,     None,     22.3,     23.0,     23.5,     23.8,     24.3,     24.6,     23.4
466990, 2024040106,   1012.2,   1014.4,     21.4,     16.4,       73,      3.7,     20.0,      8.9,     30.0,      0.5,      0.9,      0.0,      0.0,     None,      0.0,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024040107,   1013.4,   1015.7,     21.0,     18.0,       83,      2.8,    340.0,      6.6,    350.0,      0.5,      0.5,      0.0,     0.02,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024040108,   1014.0,   1016.3,     21.1,     18.9,       87,      2.0,    250.0,      3.8,    260.0,      0.0,      0.0,      0.0,      0.1,     20.0,     0.14,     10.0,     None,     None,     None,     None,     None,     None,     None
466990, 2024040109,   1013.9,   1016.1,     22.1,     18.7,       81,      2.6,    270.0,      4.1,    250.0,      0.0,      0.0,      0.0,     0.32,     20.0,     0.64,     10.0,     21.8,     22.0,     22.6,     23.1,     23.9,     24.5,     23.5
466990, 2024040110,   1013.6,   1015.8,     25.0,     18.9,       69,      2.5,    270.0,      5.2,    230.0,      0.0,      0.0,      0.2,     1.73,     None,     3.59,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024040111,   1013.4,   1015.6,     25.9,     17.6,       60,      2.2,    140.0,      4.2,    140.0,      0.0,      0.0,      0.7,     2.87,     20.0,     6.49,      9.0,     None,     None,     None,     None,     None,     None,     None
466990, 2024040112,   1012.5,   1014.7,     25.7,     17.4,       60,      2.8,     80.0,      4.7,     70.0,      0.0,      0.0,      0.0,     2.08,     None,     5.41,     None,     None,     None,     None,     None,     None,     None,     None
466990, 2024040113,   1011.6,   1013.8,     26.1,     18.5,       63,      3.3,    100.0,      5.3,     90.0,      0.0,      0.0,      0.2,     2.23,     None,     5.61,     None,     None,     None,     None,     None,     None,     None,     None
